Fecha,Hora,Total,Sentido1,Sentido2
2013-12-09,0:59,1,1,0
2013-12-09,1:15,1,1,0
2013-12-09,1:30,6,6,0
2013-12-09,1:44,0,0,0
2013-12-09,2:00,2,2,0
2013-12-09,2:15,2,2,0
2013-12-09,2:29,0,0,0
2013-12-09,2:45,1,1,0
2013-12-09,3:00,0,0,0
2013-12-09,3:14,0,0,0
2013-12-09,3:30,0,0,0
2013-12-09,3:45,1,1,0
2013-12-09,3:59,0,0,0
2013-12-09,4:15,0,0,0
2013-12-09,4:30,0,0,0
2013-12-09,4:44,0,0,0
2013-12-09,5:00,0,0,0
2013-12-09,5:15,1,0,1
2013-12-09,5:29,0,0,0
2013-12-09,5:45,0,0,0
2013-12-10,6:00,0,0,0
2013-12-10,6:14,1,1,0
2013-12-10,6:30,0,0,0
2013-12-10,6:45,2,1,1
2013-12-10,6:59,3,2,1
2013-12-10,7:15,3,0,3
2013-12-10,7:30,4,4,0
2013-12-10,7:44,11,8,3
2013-12-10,8:00,7,6,1
2013-12-10,8:15,4,2,2
2013-12-10,8:29,10,9,1
2013-12-10,8:45,14,9,5
2013-12-10,9:00,13,9,4
2013-12-10,9:14,27,18,9
2013-12-10,9:30,26,21,5
2013-12-10,9:45,35,29,6
2013-12-10,9:59,35,29,6
2013-12-10,10:15,32,30,2
2013-12-10,10:30,35,28,7
2013-12-10,10:44,22,20,2
2013-12-10,11:00,31,30,1
2013-12-10,11:15,31,28,3
2013-12-10,11:29,23,23,0
2013-12-10,11:45,26,24,2
2013-12-10,12:00,19,18,1
2013-12-10,12:14,23,22,1
2013-12-10,12:30,29,27,2
2013-12-10,12:45,35,32,3
2013-12-10,12:59,20,16,4
2013-12-10,13:15,25,24,1
2013-12-10,13:30,24,20,4
2013-12-10,13:44,38,35,3
2013-12-10,14:00,25,23,2
2013-12-10,14:15,35,31,4
2013-12-10,14:29,22,22,0
2013-12-10,14:45,35,28,7
2013-12-10,15:00,43,36,7
2013-12-10,15:14,50,49,1
2013-12-10,15:30,39,32,7
2013-12-10,15:45,37,33,4
2013-12-10,15:59,45,39,6
2013-12-10,16:15,51,40,11
2013-12-10,16:30,36,31,5
2013-12-10,16:44,30,25,5
2013-12-10,17:00,38,33,5
2013-12-10,17:15,42,38,4
2013-12-10,17:29,36,34,2
2013-12-10,17:45,36,34,2
2013-12-10,18:00,42,39,3
2013-12-10,18:14,47,45,2
2013-12-10,18:30,50,45,5
2013-12-10,18:45,41,37,4
2013-12-10,18:59,62,61,1
2013-12-10,19:15,89,88,1
2013-12-10,19:30,118,114,4
2013-12-10,19:44,102,99,3
2013-12-10,20:00,85,84,1
2013-12-10,20:15,132,130,2
2013-12-10,20:29,77,77,0
2013-12-10,20:45,80,80,0
2013-12-10,21:00,75,70,5
2013-12-10,21:14,54,50,4
2013-12-10,21:30,47,47,0
2013-12-10,21:45,47,46,1
2013-12-10,21:59,32,28,4
2013-12-10,22:15,31,30,1
2013-12-10,22:30,28,23,5
2013-12-10,22:44,17,17,0
2013-12-10,23:00,18,18,0
2013-12-10,23:15,27,25,2
2013-12-10,23:29,64,62,2
2013-12-10,23:45,17,17,0
2013-12-10,0:00,6,6,0
2013-12-10,0:14,11,11,0
2013-12-10,0:30,9,8,1
2013-12-10,0:45,7,6,1
2013-12-10,0:59,11,9,2
2013-12-10,1:15,13,13,0
2013-12-10,1:30,7,5,2
2013-12-10,1:44,2,2,0
2013-12-10,2:00,1,1,0
2013-12-10,2:15,2,2,0
2013-12-10,2:29,1,1,0
2013-12-10,2:45,0,0,0
2013-12-10,3:00,1,1,0
2013-12-10,3:14,1,1,0
2013-12-10,3:30,0,0,0
2013-12-10,3:45,1,1,0
2013-12-10,3:59,2,2,0
2013-12-10,4:15,1,1,0
2013-12-10,4:30,0,0,0
2013-12-10,4:44,0,0,0
2013-12-10,5:00,0,0,0
2013-12-10,5:15,0,0,0
2013-12-10,5:29,0,0,0
2013-12-10,5:45,0,0,0
2013-12-11,6:00,0,0,0
2013-12-11,6:14,2,1,1
2013-12-11,6:30,1,1,0
2013-12-11,6:45,1,1,0
2013-12-11,6:59,5,3,2
2013-12-11,7:15,3,3,0
2013-12-11,7:30,4,2,2
2013-12-11,7:44,9,7,2
2013-12-11,8:00,7,3,4
2013-12-11,8:15,10,8,2
2013-12-11,8:29,8,7,1
2013-12-11,8:45,14,11,3
2013-12-11,9:00,14,10,4
2013-12-11,9:14,14,10,4
2013-12-11,9:30,22,16,6
2013-12-11,9:45,39,27,12
2013-12-11,9:59,29,27,2
2013-12-11,10:15,26,22,4
2013-12-11,10:30,24,22,2
2013-12-11,10:44,36,27,9
2013-12-11,11:00,18,17,1
2013-12-11,11:15,38,36,2
2013-12-11,11:29,31,28,3
2013-12-11,11:45,34,31,3
2013-12-11,12:00,37,32,5
2013-12-11,12:14,33,30,3
2013-12-11,12:30,17,12,5
2013-12-11,12:45,25,22,3
2013-12-11,12:59,38,34,4
2013-12-11,13:15,31,29,2
2013-12-11,13:30,30,29,1
2013-12-11,13:44,35,27,8
2013-12-11,14:00,31,28,3
2013-12-11,14:15,30,28,2
2013-12-11,14:29,31,28,3
2013-12-11,14:45,40,34,6
2013-12-11,15:00,27,22,5
2013-12-11,15:14,41,33,8
2013-12-11,15:30,55,53,2
2013-12-11,15:45,40,34,6
2013-12-11,15:59,45,40,5
2013-12-11,16:15,43,38,5
2013-12-11,16:30,39,38,1
2013-12-11,16:44,43,39,4
2013-12-11,17:00,41,39,2
2013-12-11,17:15,44,34,10
2013-12-11,17:29,38,33,5
2013-12-11,17:45,36,35,1
2013-12-11,18:00,40,35,5
2013-12-11,18:14,46,45,1
2013-12-11,18:30,45,42,3
2013-12-11,18:45,60,60,0
2013-12-11,18:59,56,54,2
2013-12-11,19:15,81,80,1
2013-12-11,19:30,87,86,1
2013-12-11,19:44,89,86,3
2013-12-11,20:00,104,95,9
2013-12-11,20:15,79,79,0
2013-12-11,20:29,79,79,0
2013-12-11,20:45,72,68,4
2013-12-11,21:00,62,61,1
2013-12-11,21:14,48,47,1
2013-12-11,21:30,40,39,1
2013-12-11,21:45,46,44,2
2013-12-11,21:59,48,43,5
2013-12-11,22:15,32,31,1
2013-12-11,22:30,30,27,3
2013-12-11,22:44,27,23,4
2013-12-11,23:00,24,23,1
2013-12-11,23:15,17,17,0
2013-12-11,23:29,24,23,1
2013-12-11,23:45,12,11,1
2013-12-11,0:00,15,13,2
2013-12-11,0:14,12,12,0
2013-12-11,0:30,8,8,0
2013-12-11,0:45,7,7,0
2013-12-11,0:59,6,6,0
2013-12-11,1:15,8,7,1
2013-12-11,1:30,8,8,0
2013-12-11,1:44,3,3,0
2013-12-11,2:00,4,4,0
2013-12-11,2:15,3,1,2
2013-12-11,2:29,8,8,0
2013-12-11,2:45,11,10,1
2013-12-11,3:00,3,2,1
2013-12-11,3:14,1,1,0
2013-12-11,3:30,1,1,0
2013-12-11,3:45,2,2,0
2013-12-11,3:59,0,0,0
2013-12-11,4:15,0,0,0
2013-12-11,4:30,0,0,0
2013-12-11,4:44,1,0,1
2013-12-11,5:00,4,4,0
2013-12-11,5:15,0,0,0
2013-12-11,5:29,0,0,0
2013-12-11,5:45,0,0,0
2013-12-12,6:00,0,0,0
2013-12-12,6:14,1,1,0
2013-12-12,6:30,2,2,0
2013-12-12,6:45,0,0,0
2013-12-12,6:59,5,4,1
2013-12-12,7:15,0,0,0
2013-12-12,7:30,6,6,0
2013-12-12,7:44,9,5,4
2013-12-12,8:00,6,5,1
2013-12-12,8:15,5,2,3
2013-12-12,8:29,6,5,1
2013-12-12,8:45,15,12,3
2013-12-12,9:00,12,6,6
2013-12-12,9:14,11,8,3
2013-12-12,9:30,15,12,3
2013-12-12,9:45,30,26,4
2013-12-12,9:59,32,31,1
2013-12-12,10:15,22,20,2
2013-12-12,10:30,12,11,1
2013-12-12,10:44,26,24,2
2013-12-12,11:00,32,28,4
2013-12-12,11:15,32,30,2
2013-12-12,11:29,27,26,1
2013-12-12,11:45,20,18,2
2013-12-12,12:00,18,16,2
2013-12-12,12:14,26,26,0
2013-12-12,12:30,26,24,2
2013-12-12,12:45,31,29,2
2013-12-12,12:59,29,27,2
2013-12-12,13:15,29,22,7
2013-12-12,13:30,34,32,2
2013-12-12,13:44,28,24,4
2013-12-12,14:00,35,31,4
2013-12-12,14:15,31,27,4
2013-12-12,14:29,27,26,1
2013-12-12,14:45,19,16,3
2013-12-12,15:00,43,39,4
2013-12-12,15:14,48,48,0
2013-12-12,15:30,42,40,2
2013-12-12,15:45,42,40,2
2013-12-12,15:59,44,42,2
2013-12-12,16:15,34,29,5
2013-12-12,16:30,34,32,2
2013-12-12,16:44,48,39,9
2013-12-12,17:00,38,34,4
2013-12-12,17:15,31,25,6
2013-12-12,17:29,35,32,3
2013-12-12,17:45,37,33,4
2013-12-12,18:00,27,27,0
2013-12-12,18:14,40,40,0
2013-12-12,18:30,41,39,2
2013-12-12,18:45,51,48,3
2013-12-12,18:59,55,54,1
2013-12-12,19:15,61,61,0
2013-12-12,19:30,58,55,3
2013-12-12,19:44,55,55,0
2013-12-12,20:00,66,66,0
2013-12-12,20:15,52,49,3
2013-12-12,20:29,51,51,0
2013-12-12,20:45,33,31,2
2013-12-12,21:00,37,35,2
2013-12-12,21:14,29,29,0
2013-12-12,21:30,18,17,1
2013-12-12,21:45,25,23,2
2013-12-12,21:59,25,22,3
2013-12-12,22:15,16,16,0
2013-12-12,22:30,23,21,2
2013-12-12,22:44,19,15,4
2013-12-12,23:00,14,13,1
2013-12-12,23:15,12,12,0
2013-12-12,23:29,14,14,0
2013-12-12,23:45,7,7,0
2013-12-12,0:00,8,8,0
2013-12-12,0:14,6,6,0
2013-12-12,0:30,16,15,1
2013-12-12,0:45,6,6,0
2013-12-12,0:59,8,8,0
2013-12-12,1:15,10,10,0
2013-12-12,1:30,1,1,0
2013-12-12,1:44,4,4,0
2013-12-12,2:00,2,2,0
2013-12-12,2:15,6,5,1
2013-12-12,2:29,2,2,0
2013-12-12,2:45,3,3,0
2013-12-12,3:00,1,1,0
2013-12-12,3:14,6,6,0
2013-12-12,3:30,1,1,0
2013-12-12,3:45,1,1,0
2013-12-12,3:59,1,1,0
2013-12-12,4:15,0,0,0
2013-12-12,4:30,1,1,0
2013-12-12,4:44,0,0,0
2013-12-12,5:00,0,0,0
2013-12-12,5:15,0,0,0
2013-12-12,5:29,0,0,0
2013-12-12,5:45,1,1,0
2013-12-13,6:00,0,0,0
2013-12-13,6:14,1,1,0
2013-12-13,6:30,0,0,0
2013-12-13,6:45,0,0,0
2013-12-13,6:59,2,1,1
2013-12-13,7:15,4,4,0
2013-12-13,7:30,2,1,1
2013-12-13,7:44,3,1,2
2013-12-13,8:00,4,3,1
2013-12-13,8:15,7,7,0
2013-12-13,8:29,9,8,1
2013-12-13,8:45,11,10,1
2013-12-13,9:00,16,9,7
2013-12-13,9:14,17,13,4
2013-12-13,9:30,26,24,2
2013-12-13,9:45,14,12,2
2013-12-13,9:59,29,27,2
2013-12-13,10:15,38,36,2
2013-12-13,10:30,19,18,1
2013-12-13,10:44,21,21,0
2013-12-13,11:00,15,14,1
2013-12-13,11:15,29,28,1
2013-12-13,11:29,20,20,0
2013-12-13,11:45,23,21,2
2013-12-13,12:00,23,19,4
2013-12-13,12:14,29,28,1
2013-12-13,12:30,23,20,3
2013-12-13,12:45,34,27,7
2013-12-13,12:59,26,22,4
2013-12-13,13:15,28,28,0
2013-12-13,13:30,33,29,4
2013-12-13,13:44,25,25,0
2013-12-13,14:00,26,25,1
2013-12-13,14:15,40,34,6
2013-12-13,14:29,23,21,2
2013-12-13,14:45,29,23,6
2013-12-13,15:00,38,36,2
2013-12-13,15:14,36,33,3
2013-12-13,15:30,50,47,3
2013-12-13,15:45,37,33,4
2013-12-13,15:59,42,40,2
2013-12-13,16:15,36,33,3
2013-12-13,16:30,51,47,4
2013-12-13,16:44,38,34,4
2013-12-13,17:00,38,35,3
2013-12-13,17:15,53,48,5
2013-12-13,17:29,37,37,0
2013-12-13,17:45,46,44,2
2013-12-13,18:00,59,56,3
2013-12-13,18:14,41,40,1
2013-12-13,18:30,46,42,4
2013-12-13,18:45,43,40,3
2013-12-13,18:59,44,41,3
2013-12-13,19:15,56,51,5
2013-12-13,19:30,62,58,4
2013-12-13,19:44,76,74,2
2013-12-13,20:00,54,53,1
2013-12-13,20:15,73,69,4
2013-12-13,20:29,68,61,7
2013-12-13,20:45,53,53,0
2013-12-13,21:00,34,32,2
2013-12-13,21:14,44,43,1
2013-12-13,21:30,31,30,1
2013-12-13,21:45,24,23,1
2013-12-13,21:59,23,22,1
2013-12-13,22:15,35,33,2
2013-12-13,22:30,28,27,1
2013-12-13,22:44,17,15,2
2013-12-13,23:00,37,35,2
2013-12-13,23:15,12,11,1
2013-12-13,23:29,15,14,1
2013-12-13,23:45,12,12,0
2013-12-13,0:00,9,9,0
2013-12-13,0:14,7,7,0
2013-12-13,0:30,5,5,0
2013-12-13,0:45,8,7,1
2013-12-13,0:59,3,3,0
2013-12-13,1:15,10,9,1
2013-12-13,1:30,5,4,1
2013-12-13,1:44,2,2,0
2013-12-13,2:00,0,0,0
2013-12-13,2:15,1,1,0
2013-12-13,2:29,4,4,0
2013-12-13,2:45,3,3,0
2013-12-13,3:00,4,4,0
2013-12-13,3:14,2,2,0
2013-12-13,3:30,1,1,0
2013-12-13,3:45,1,1,0
2013-12-13,3:59,3,3,0
2013-12-13,4:15,0,0,0
2013-12-13,4:30,2,2,0
2013-12-13,4:44,1,1,0
2013-12-13,5:00,2,2,0
2013-12-13,5:15,1,1,0
2013-12-13,5:29,1,1,0
2013-12-13,5:45,0,0,0
2013-12-14,6:00,0,0,0
2013-12-14,6:14,1,0,1
2013-12-14,6:30,2,1,1
2013-12-14,6:45,1,1,0
2013-12-14,6:59,0,0,0
2013-12-14,7:15,0,0,0
2013-12-14,7:30,0,0,0
2013-12-14,7:44,1,1,0
2013-12-14,8:00,1,0,1
2013-12-14,8:15,3,2,1
2013-12-14,8:29,5,4,1
2013-12-14,8:45,6,5,1
2013-12-14,9:00,7,6,1
2013-12-14,9:14,6,6,0
2013-12-14,9:30,11,10,1
2013-12-14,9:45,18,17,1
2013-12-14,9:59,18,18,0
2013-12-14,10:15,16,15,1
2013-12-14,10:30,20,18,2
2013-12-14,10:44,12,12,0
2013-12-14,11:00,17,16,1
2013-12-14,11:15,10,9,1
2013-12-14,11:29,16,16,0
2013-12-14,11:45,18,16,2
2013-12-14,12:00,21,18,3
2013-12-14,12:14,14,13,1
2013-12-14,12:30,24,22,2
2013-12-14,12:45,36,34,2
2013-12-14,12:59,22,22,0
2013-12-14,13:15,25,24,1
2013-12-14,13:30,22,21,1
2013-12-14,13:44,24,21,3
2013-12-14,14:00,25,24,1
2013-12-14,14:15,32,31,1
2013-12-14,14:29,44,34,10
2013-12-14,14:45,37,34,3
2013-12-14,15:00,32,32,0
2013-12-14,15:14,41,39,2
2013-12-14,15:30,37,36,1
2013-12-14,15:45,31,29,2
2013-12-14,15:59,34,32,2
2013-12-14,16:15,24,22,2
2013-12-14,16:30,37,33,4
2013-12-14,16:44,26,23,3
2013-12-14,17:00,21,20,1
2013-12-14,17:15,25,22,3
2013-12-14,17:29,16,15,1
2013-12-14,17:45,20,18,2
2013-12-14,18:00,14,9,5
2013-12-14,18:14,11,9,2
2013-12-14,18:30,17,15,2
2013-12-14,18:45,20,19,1
2013-12-14,18:59,11,11,0
2013-12-14,19:15,22,21,1
2013-12-14,19:30,24,18,6
2013-12-14,19:44,22,20,2
2013-12-14,20:00,13,11,2
2013-12-14,20:15,18,15,3
2013-12-14,20:29,12,12,0
2013-12-14,20:45,7,7,0
2013-12-14,21:00,11,11,0
2013-12-14,21:14,14,13,1
2013-12-14,21:30,18,17,1
2013-12-14,21:45,9,7,2
2013-12-14,21:59,17,16,1
2013-12-14,22:15,9,8,1
2013-12-14,22:30,13,11,2
2013-12-14,22:44,7,5,2
2013-12-14,23:00,9,9,0
2013-12-14,23:15,13,12,1
2013-12-14,23:29,10,10,0
2013-12-14,23:45,11,10,1
2013-12-14,0:00,13,13,0
2013-12-14,0:14,5,5,0
2013-12-14,0:30,7,6,1
2013-12-14,0:45,6,6,0
2013-12-14,0:59,4,4,0
2013-12-14,1:15,7,7,0
2013-12-14,1:30,4,4,0
2013-12-14,1:44,0,0,0
2013-12-14,2:00,1,1,0
2013-12-14,2:15,3,3,0
2013-12-14,2:29,3,3,0
2013-12-14,2:45,0,0,0
2013-12-14,3:00,1,1,0
2013-12-14,3:14,1,1,0
2013-12-14,3:30,1,0,1
2013-12-14,3:45,2,2,0
2013-12-14,3:59,0,0,0
2013-12-14,4:15,1,1,0
2013-12-14,4:30,0,0,0
2013-12-14,4:44,0,0,0
2013-12-14,5:00,1,1,0
2013-12-14,5:15,0,0,0
2013-12-14,5:29,2,2,0
2013-12-14,5:45,1,1,0
2013-12-15,6:00,0,0,0
2013-12-15,6:14,0,0,0
2013-12-15,6:30,2,1,1
2013-12-15,6:45,2,1,1
2013-12-15,6:59,0,0,0
2013-12-15,7:15,2,1,1
2013-12-15,7:30,7,5,2
2013-12-15,7:44,5,2,3
2013-12-15,8:00,0,0,0
2013-12-15,8:15,0,0,0
2013-12-15,8:29,1,1,0
2013-12-15,8:45,4,2,2
2013-12-15,9:00,1,1,0
2013-12-15,9:14,2,2,0
2013-12-15,9:30,3,3,0
2013-12-15,9:45,1,1,0
2013-12-15,9:59,1,0,1
2013-12-15,10:15,1,1,0
2013-12-15,10:30,3,3,0
2013-12-15,10:44,2,2,0
2013-12-15,11:00,6,5,1
2013-12-15,11:15,4,4,0
2013-12-15,11:29,3,3,0
2013-12-15,11:45,1,1,0
2013-12-15,12:00,6,5,1
2013-12-15,12:14,5,5,0
2013-12-15,12:30,6,6,0
2013-12-15,12:45,2,2,0
2013-12-15,12:59,7,4,3
2013-12-15,13:15,13,9,4
2013-12-15,13:30,6,6,0
2013-12-15,13:44,5,5,0
2013-12-15,14:00,8,8,0
2013-12-15,14:15,7,7,0
2013-12-15,14:29,10,10,0
2013-12-15,14:45,9,9,0
2013-12-15,15:00,18,17,1
2013-12-15,15:14,74,72,2
2013-12-15,15:30,41,41,0
2013-12-15,15:45,39,33,6
2013-12-15,15:59,41,40,1
2013-12-15,16:15,44,35,9
2013-12-15,16:30,34,32,2
2013-12-15,16:44,31,28,3
2013-12-15,17:00,27,27,0
2013-12-15,17:15,26,25,1
2013-12-15,17:29,22,22,0
2013-12-15,17:45,22,21,1
2013-12-15,18:00,11,10,1
2013-12-15,18:14,27,27,0
2013-12-15,18:30,16,13,3
2013-12-15,18:45,15,14,1
2013-12-15,18:59,20,17,3
2013-12-15,19:15,14,14,0
2013-12-15,19:30,20,20,0
2013-12-15,19:44,11,9,2
2013-12-15,20:00,19,18,1
2013-12-15,20:15,14,12,2
2013-12-15,20:29,13,11,2
2013-12-15,20:45,7,7,0
2013-12-15,21:00,10,6,4
2013-12-15,21:14,12,8,4
2013-12-15,21:30,11,9,2
2013-12-15,21:45,16,15,1
2013-12-15,21:59,4,4,0
2013-12-15,22:15,6,5,1
2013-12-15,22:30,16,15,1
2013-12-15,22:44,7,7,0
2013-12-15,23:00,6,5,1
2013-12-15,23:15,6,5,1
2013-12-15,23:29,11,11,0
2013-12-15,23:45,5,5,0
2013-12-15,0:00,4,3,1
2013-12-15,0:14,3,2,1
2013-12-15,0:30,5,5,0
2013-12-15,0:45,3,3,0
2013-12-15,0:59,4,4,0
2013-12-15,1:15,1,1,0
2013-12-15,1:30,2,2,0
2013-12-15,1:44,2,2,0
2013-12-15,2:00,4,4,0
2013-12-15,2:15,0,0,0
2013-12-15,2:29,0,0,0
2013-12-15,2:45,0,0,0
2013-12-15,3:00,0,0,0
2013-12-15,3:14,1,1,0
2013-12-15,3:30,0,0,0
2013-12-15,3:45,0,0,0
2013-12-15,3:59,0,0,0
2013-12-15,4:15,0,0,0
2013-12-15,4:30,0,0,0
2013-12-15,4:44,0,0,0
2013-12-15,5:00,0,0,0
2013-12-15,5:15,1,1,0
2013-12-15,5:29,0,0,0
2013-12-15,5:45,0,0,0
2013-12-16,6:00,0,0,0
2013-12-16,6:14,1,1,0
2013-12-16,6:30,0,0,0
2013-12-16,6:45,1,1,0
2013-12-16,6:59,2,2,0
2013-12-16,7:15,1,1,0
2013-12-16,7:30,7,4,3
2013-12-16,7:44,4,2,2
2013-12-16,8:00,4,4,0
2013-12-16,8:15,6,4,2
2013-12-16,8:29,2,2,0
2013-12-16,8:45,12,9,3
2013-12-16,9:00,10,10,0
2013-12-16,9:14,6,5,1
2013-12-16,9:30,22,18,4
2013-12-16,9:45,30,27,3
2013-12-16,9:59,26,25,1
2013-12-16,10:15,25,22,3
2013-12-16,10:30,19,18,1
2013-12-16,10:44,36,35,1
2013-12-16,11:00,14,10,4
2013-12-16,11:15,20,19,1
2013-12-16,11:29,16,14,2
2013-12-16,11:45,22,20,2
2013-12-16,12:00,21,17,4
2013-12-16,12:14,18,14,4
2013-12-16,12:30,30,28,2
2013-12-16,12:45,16,15,1
2013-12-16,12:59,15,13,2
2013-12-16,13:15,31,29,2
2013-12-16,13:30,22,17,5
2013-12-16,13:44,20,15,5
2013-12-16,14:00,33,29,4
2013-12-16,14:15,22,19,3
2013-12-16,14:29,24,23,1
2013-12-16,14:45,37,35,2
2013-12-16,15:00,26,23,3
2013-12-16,15:14,39,31,8
2013-12-16,15:30,50,43,7
2013-12-16,15:45,31,29,2
2013-12-16,15:59,15,15,0
2013-12-16,16:15,37,35,2
2013-12-16,16:30,33,32,1
2013-12-16,16:44,43,40,3
2013-12-16,17:00,23,23,0
2013-12-16,17:15,32,30,2
2013-12-16,17:29,30,27,3
2013-12-16,17:45,43,39,4
2013-12-16,18:00,26,24,2
2013-12-16,18:14,39,36,3
2013-12-16,18:30,51,45,6
2013-12-16,18:45,55,51,4
2013-12-16,18:59,57,51,6
2013-12-16,19:15,93,93,0
2013-12-16,19:30,91,90,1
2013-12-16,19:44,92,90,2
2013-12-16,20:00,96,95,1
2013-12-16,20:15,93,93,0
2013-12-16,20:29,82,81,1
2013-12-16,20:45,70,70,0
2013-12-16,21:00,52,51,1
2013-12-16,21:14,44,43,1
2013-12-16,21:30,65,64,1
2013-12-16,21:45,34,34,0
2013-12-16,21:59,29,29,0
2013-12-16,22:15,40,40,0
2013-12-16,22:30,30,30,0
2013-12-16,22:44,21,21,0
2013-12-16,23:00,16,15,1
2013-12-16,23:15,14,12,2
2013-12-16,23:29,11,10,1
2013-12-16,23:45,7,7,0
2013-12-16,0:00,8,8,0
2013-12-16,0:14,8,8,0
2013-12-16,0:30,3,3,0
2013-12-16,0:45,8,8,0
2013-12-16,0:59,1,0,1
2013-12-16,1:15,3,3,0
2013-12-16,1:30,3,3,0
2013-12-16,1:44,0,0,0
2013-12-16,2:00,0,0,0
2013-12-16,2:15,0,0,0
2013-12-16,2:29,0,0,0
2013-12-16,2:45,0,0,0
2013-12-16,3:00,1,1,0
2013-12-16,3:14,0,0,0
2013-12-16,3:30,1,1,0
2013-12-16,3:45,0,0,0
2013-12-16,3:59,0,0,0
2013-12-16,4:15,0,0,0
2013-12-16,4:30,0,0,0
2013-12-16,4:44,5,1,4
2013-12-16,5:00,0,0,0
2013-12-16,5:15,0,0,0
2013-12-16,5:29,0,0,0
2013-12-16,5:45,0,0,0
2013-12-17,6:00,0,0,0
2013-12-17,6:14,2,2,0
2013-12-17,6:30,1,1,0
2013-12-17,6:45,2,1,1
2013-12-17,6:59,1,0,1
2013-12-17,7:15,2,2,0
2013-12-17,7:30,6,4,2
2013-12-17,7:44,5,1,4
2013-12-17,8:00,2,2,0
2013-12-17,8:15,6,4,2
2013-12-17,8:29,15,14,1
2013-12-17,8:45,5,3,2
2013-12-17,9:00,11,7,4
2013-12-17,9:14,12,9,3
2013-12-17,9:30,16,13,3
2013-12-17,9:45,25,24,1
2013-12-17,9:59,21,20,1
2013-12-17,10:15,23,22,1
2013-12-17,10:30,23,21,2
2013-12-17,10:44,24,21,3
2013-12-17,11:00,14,13,1
2013-12-17,11:15,22,22,0
2013-12-17,11:29,24,22,2
2013-12-17,11:45,23,23,0
2013-12-17,12:00,23,21,2
2013-12-17,12:14,28,25,3
2013-12-17,12:30,23,23,0
2013-12-17,12:45,32,30,2
2013-12-17,12:59,25,22,3
2013-12-17,13:15,24,23,1
2013-12-17,13:30,29,24,5
2013-12-17,13:44,28,25,3
2013-12-17,14:00,21,18,3
2013-12-17,14:15,31,29,2
2013-12-17,14:29,23,21,2
2013-12-17,14:45,38,35,3
2013-12-17,15:00,35,31,4
2013-12-17,15:14,41,39,2
2013-12-17,15:30,40,37,3
2013-12-17,15:45,39,37,2
2013-12-17,15:59,28,22,6
2013-12-17,16:15,43,41,2
2013-12-17,16:30,27,27,0
2013-12-17,16:44,24,24,0
2013-12-17,17:00,30,26,4
2013-12-17,17:15,32,30,2
2013-12-17,17:29,35,33,2
2013-12-17,17:45,34,33,1
2013-12-17,18:00,42,40,2
2013-12-17,18:14,41,40,1
2013-12-17,18:30,35,35,0
2013-12-17,18:45,63,61,2
2013-12-17,18:59,56,56,0
2013-12-17,19:15,88,88,0
2013-12-17,19:30,97,96,1
2013-12-17,19:44,85,85,0
2013-12-17,20:00,90,88,2
2013-12-17,20:15,96,93,3
2013-12-17,20:29,69,66,3
2013-12-17,20:45,54,52,2
2013-12-17,21:00,64,63,1
2013-12-17,21:14,54,52,2
2013-12-17,21:30,37,37,0
2013-12-17,21:45,39,37,2
2013-12-17,21:59,29,29,0
2013-12-17,22:15,38,37,1
2013-12-17,22:30,21,18,3
2013-12-17,22:44,18,17,1
2013-12-17,23:00,14,13,1
2013-12-17,23:15,36,32,4
2013-12-17,23:29,9,8,1
2013-12-17,23:45,12,12,0
2013-12-17,0:00,10,7,3
2013-12-17,0:14,13,13,0
2013-12-17,0:30,15,15,0
2013-12-17,0:45,5,5,0
2013-12-17,0:59,6,6,0
2013-12-17,1:15,5,5,0
2013-12-17,1:30,5,5,0
2013-12-17,1:44,5,5,0
2013-12-17,2:00,15,3,12
2013-12-17,2:15,2,2,0
2013-12-17,2:29,4,4,0
2013-12-17,2:45,1,1,0
2013-12-17,3:00,3,3,0
2013-12-17,3:14,1,1,0
2013-12-17,3:30,1,1,0
2013-12-17,3:45,0,0,0
2013-12-17,3:59,0,0,0
2013-12-17,4:15,0,0,0
2013-12-17,4:30,1,1,0
2013-12-17,4:44,0,0,0
2013-12-17,5:00,0,0,0
2013-12-17,5:15,0,0,0
2013-12-17,5:29,2,2,0
2013-12-17,5:45,0,0,0
2013-12-18,6:00,0,0,0
2013-12-18,6:14,2,2,0
2013-12-18,6:30,0,0,0
2013-12-18,6:45,0,0,0
2013-12-18,6:59,3,2,1
2013-12-18,7:15,4,4,0
2013-12-18,7:30,3,3,0
2013-12-18,7:44,6,2,4
2013-12-18,8:00,3,3,0
2013-12-18,8:15,4,4,0
2013-12-18,8:29,6,6,0
2013-12-18,8:45,6,5,1
2013-12-18,9:00,7,6,1
2013-12-18,9:14,12,9,3
2013-12-18,9:30,13,11,2
2013-12-18,9:45,29,27,2
2013-12-18,9:59,36,33,3
2013-12-18,10:15,23,22,1
2013-12-18,10:30,15,15,0
2013-12-18,10:44,20,18,2
2013-12-18,11:00,19,18,1
2013-12-18,11:15,18,18,0
2013-12-18,11:29,25,25,0
2013-12-18,11:45,24,23,1
2013-12-18,12:00,26,20,6
2013-12-18,12:14,16,16,0
2013-12-18,12:30,25,25,0
2013-12-18,12:45,27,22,5
2013-12-18,12:59,23,21,2
2013-12-18,13:15,32,27,5
2013-12-18,13:30,26,23,3
2013-12-18,13:44,29,28,1
2013-12-18,14:00,24,22,2
2013-12-18,14:15,38,33,5
