"estacion","sal_mor","lleg_mor","sal_mid","lleg_mid","sal_tar","lleg_tar","sal_noc","lleg_noc","distancia","dur_via","edades","prop"
227,94,350,228,135,401,77,13,5,3.84641666666667,17.2916666666667,32.7792397660819,0.237573099415205
228,451,1745,931,656,1344,438,81,62,4.04223885453954,16.4799869834038,34.1729025877699,0.240151640019779
229,857,2065,1513,1320,1892,758,221,240,2.28289501367557,12.6633705028403,34.8427992939466,0.199356245457377
230,622,2437,1672,1360,2125,721,282,135,2.47036433365292,14.0143815915628,35.5634585889571,0.229390337423313
231,1049,1552,1256,1529,1281,1095,257,135,2.51836169370795,12.4117530668777,34.5238045191802,0.28092485549133
232,466,1029,707,526,800,377,56,57,3.11084925690021,13.3613588110403,35.3925015886465,0.357339546706206
233,817,1497,1484,1448,1688,1046,280,171,3.48663354763296,14.3220338983051,35.0443229522601,0.262130235282632
234,196,165,236,221,222,147,41,19,3.67356702619414,13.5115562403698,36.612258953168,0.223829201101928
235,105,912,426,312,695,134,71,19,3.32347582340575,12.8276103714086,33.1155103523429,0.208499818379949
236,182,896,480,207,783,86,53,10,3.26014551333872,13.1980598221504,33.74,0.215714285714286
237,334,192,195,164,302,301,52,25,2.55811827956989,11.4233870967742,33.5554889022196,0.275344931013797
238,416,215,153,194,223,253,42,24,3.73035230352304,11.5867208672087,32.8810975609756,0.264024390243902
239,681,1453,950,846,1100,513,110,84,3.61225196850394,10.5527559055118,36.0638196539133,0.212414668995079
240,84,108,127,121,182,93,22,7,2.21888020833333,14.0182291666667,34.0771028037383,0.241822429906542
241,249,375,339,315,411,222,59,41,2.73790849673203,16.0336134453782,34.7568523430592,0.155172413793103
242,1303,1055,1072,1242,1324,1300,207,253,2.55191717791411,14.0081069237511,33.5434182941631,0.2595167163191
243,557,302,346,290,296,264,38,36,2.19955401387512,12.3657086223984,35.1552226383687,0.3270911360799
244,602,158,372,353,291,503,34,112,2.38045382165605,12.8463375796178,35.9566473988439,0.260476878612717
245,370,499,531,506,515,369,127,82,2.3668906536347,11.2186927306048,33.0334814814815,0.27762962962963
246,1345,1473,1169,1069,1328,932,117,276,2.57914418832761,11.3859735164296,33.6659926251933,0.216843106934697
247,285,1107,777,611,847,333,113,86,2.42687445510026,12.2414995640802,33.8998211091234,0.250894454382826
248,811,616,647,594,846,666,104,143,2.6997357992074,13.4108322324967,33.2914308811641,0.286580436540016
249,679,989,916,721,871,613,236,89,2.42824143070045,11.7324888226528,32.8431994362227,0.227272727272727
250,761,1937,1114,1152,1486,834,204,104,2.74183558558559,12.1162162162162,33.6034975017844,0.273852010468713
251,724,326,695,543,495,620,100,100,2.6912610619469,11.4386061946903,33.8623875516654,0.24920982251398
252,592,909,872,906,881,592,100,122,3.47334897149044,11.7852760736196,33.4899561723886,0.243243243243243
253,779,1067,888,959,924,722,140,104,3.28586090686274,11.8204656862745,37.3419284263166,0.205344585091421
254,427,92,221,296,180,429,27,128,3.08870869565217,14.0739130434783,36.1271415689811,0.25834084761046
255,320,74,196,250,115,254,62,106,2.28103241296519,11.812725090036,35.1341246290801,0.221364985163205
256,363,223,281,358,239,437,144,115,3.71496913580247,12.587962962963,31.4572460859093,0.240465676435167
257,367,454,523,396,293,150,37,79,3.20763422818792,10.8515100671141,35.40078125,0.1609375
258,317,159,217,203,179,210,74,95,4.21359906213365,12.0644783118406,33.6536772777168,0.182217343578485
259,338,119,158,263,134,418,60,66,3.0153057199211,15.120315581854,33.4599358974359,0.159722222222222
260,262,99,213,247,147,299,33,55,5.15907654921021,13.6342648845687,36.0819774718398,0.216520650813517
261,1831,4021,2317,2166,2812,1293,289,201,2.25046015180266,11.3486717267552,34.2029996939088,0.274441383532293
