cust_id,bike,date_removed,station_removed,date_arrived,station_arrived,action
2025,485,2010-02-25 15:18:00,85,2010-02-25 15:19:00,85,C  
249,890,2010-02-25 15:18:00,66,2010-02-25 15:36:00,5,A  
877,639,2010-02-25 15:18:00,18,2010-02-26 02:22:00,6,A  
916,612,2010-02-25 15:20:00,18,2010-02-25 15:33:00,31,A  
1482,160,2010-02-25 15:26:00,39,2010-02-25 15:55:00,46,A  
1861,558,2010-02-25 15:39:00,21,2010-02-25 15:44:00,16,A  
575,531,2010-02-25 15:40:00,24,2010-02-25 15:59:00,24,A  
2029,674,2010-02-25 15:43:00,85,2010-02-25 16:05:00,13,A  
2021,903,2010-02-25 15:43:00,85,2010-02-25 16:06:00,13,A  
2031,74,2010-02-25 15:43:00,85,2010-02-25 15:50:00,19,A  
941,931,2010-02-25 15:48:00,25,2010-02-25 15:54:00,31,A  
1731,284,2010-02-25 15:49:00,18,2010-02-25 15:55:00,11,A  
916,170,2010-02-25 15:53:00,31,2010-02-25 15:57:00,18,A  
1884,891,2010-02-25 15:54:00,2,2010-02-25 16:02:00,23,A  
521,478,2010-02-25 16:03:00,34,2010-02-25 16:16:00,83,A  
1705,815,2010-02-25 16:08:00,23,2010-02-25 16:14:00,23,A  
238,860,2010-02-25 16:09:00,4,2010-02-25 16:23:00,19,A  
941,936,2010-02-25 16:11:00,31,2010-02-25 16:12:00,31,C  
941,140,2010-02-25 16:13:00,31,2010-02-25 16:18:00,17,A  
1671,743,2010-02-25 16:19:00,20,2010-02-25 16:31:00,13,A  
592,725,2010-02-25 16:28:00,14,2010-02-25 16:39:00,30,A  
1062,521,2010-02-25 16:28:00,21,2010-02-25 16:43:00,27,A  
1877,269,2010-02-25 16:46:00,49,2010-02-25 17:08:00,49,A  
1427,809,2010-02-25 16:47:00,35,2010-02-25 16:55:00,15,A  
1370,613,2010-02-25 16:55:00,34,2010-02-25 17:08:00,34,A  
1082,821,2010-02-25 16:56:00,18,2010-02-25 16:56:00,18,C  
238,222,2010-02-25 16:57:00,27,2010-02-25 17:22:00,80,A  
1082,645,2010-02-25 16:57:00,18,2010-02-25 17:03:00,15,A  
1971,672,2010-02-25 17:15:00,85,2010-02-25 17:35:00,75,A  
1866,908,2010-02-25 17:18:00,42,2010-02-25 17:26:00,26,A  
1427,101,2010-02-25 17:24:00,15,2010-02-25 17:38:00,85,A  
2058,485,2010-02-25 17:25:00,85,2010-02-25 17:25:00,85,C  
1377,246,2010-02-25 17:34:00,63,2010-02-25 17:39:00,63,A  
238,41,2010-02-25 17:36:00,80,2010-02-25 17:47:00,78,A  
1007,920,2010-02-25 17:38:00,55,2010-02-25 17:51:00,68,A  
2052,807,2010-02-25 17:39:00,85,2010-02-25 17:51:00,85,A  
2032,503,2010-02-25 17:40:00,6,2010-02-25 17:45:00,6,A  
1866,917,2010-02-25 17:44:00,18,2010-02-25 17:51:00,42,A  
592,139,2010-02-25 17:48:00,30,2010-02-25 17:57:00,14,A  
1688,15,2010-02-25 17:53:00,17,2010-02-25 17:58:00,34,A  
519,54,2010-02-25 17:55:00,2,2010-02-25 18:25:00,2,A  
1731,834,2010-02-25 17:57:00,11,2010-02-25 18:15:00,45,A  
1945,431,2010-02-25 18:09:00,26,2010-02-25 18:20:00,46,A  
2034,621,2010-02-25 18:13:00,22,2010-02-25 18:27:00,43,A  
466,39,2010-02-25 18:18:00,27,2010-02-25 18:28:00,21,A  
1731,785,2010-02-25 18:27:00,45,2010-02-25 18:40:00,76,A  
347,492,2010-02-25 18:27:00,17,2010-02-25 18:32:00,34,A  
347,587,2010-02-25 18:32:00,34,2010-02-25 18:33:00,34,C  
347,517,2010-02-25 18:33:00,34,2010-02-25 18:33:00,34,C  
1651,406,2010-02-25 18:35:00,9,2010-02-25 18:47:00,17,A  
2052,135,2010-02-25 18:39:00,85,2010-02-25 18:40:00,85,C  
1651,523,2010-02-25 18:57:00,17,2010-02-25 19:08:00,20,A  
954,485,2010-02-25 19:03:00,85,2010-02-25 19:03:00,85,C  
1243,286,2010-02-25 19:13:00,26,2010-02-25 19:20:00,24,A  
2029,538,2010-02-25 19:18:00,21,2010-02-25 19:35:00,31,A  
2021,851,2010-02-25 19:18:00,21,2010-02-25 19:35:00,31,A  
2073,562,2010-02-25 19:25:00,16,2010-02-25 19:39:00,84,A  
1544,766,2010-02-25 19:37:00,23,2010-02-25 19:51:00,85,A  
1898,44,2010-02-25 19:51:00,80,2010-02-25 20:21:00,27,A  
1651,425,2010-02-25 19:51:00,20,2010-02-25 19:56:00,11,A  
1689,450,2010-02-25 19:56:00,17,2010-02-25 20:03:00,34,A  
1651,580,2010-02-25 19:56:00,11,2010-02-25 20:13:00,11,A  
575,289,2010-02-25 20:03:00,17,2010-02-25 20:10:00,19,A  
2032,541,2010-02-25 20:04:00,6,2010-02-26 02:22:00,6,C  
919,71,2010-02-25 20:39:00,15,2010-02-25 20:50:00,20,A  
355,65,2010-02-25 20:53:00,17,2010-02-25 21:00:00,85,A  
1064,343,2010-02-25 21:07:00,2,2010-02-27 11:48:00,1000,A  
1898,449,2010-02-25 21:12:00,27,2010-02-25 21:16:00,31,A  
521,561,2010-02-25 21:21:00,80,2010-02-25 21:27:00,63,A  
1898,152,2010-02-25 21:31:00,30,2010-02-25 21:51:00,80,A  
238,148,2010-02-25 21:35:00,78,2010-02-25 21:36:00,75,A  
238,457,2010-02-25 21:36:00,75,2010-02-25 21:54:00,4,A  
936,0316BAJA_R,2010-02-25 21:56:00,15,2010-02-25 22:10:00,72,A  
1054,112,2010-02-26 07:07:00,20,2010-02-26 07:14:00,15,A  
948,537,2010-02-26 07:30:00,13,2010-02-26 07:37:00,9,A  
1007,248,2010-02-26 07:32:00,2,2010-02-26 07:46:00,2,A  
266,481,2010-02-26 07:32:00,74,2010-02-26 07:40:00,49,A  
1067,54,2010-02-26 07:46:00,2,2010-02-26 08:10:00,2,A  
1067,937,2010-02-26 08:20:00,9,2010-02-26 08:26:00,2,A  
1482,113,2010-02-26 08:24:00,84,2010-02-26 08:50:00,46,A  
822,798,2010-02-26 08:24:00,83,2010-02-26 08:27:00,78,A  
1544,498,2010-02-26 08:24:00,12,2010-02-26 08:46:00,15,A  
365,682,2010-02-26 08:29:00,34,2010-02-26 08:34:00,17,A  
2021,248,2010-02-26 08:34:00,2,2010-02-26 08:58:00,13,A  
2073,553,2010-02-26 08:39:00,50,2010-02-26 08:46:00,24,A  
2029,251,2010-02-26 08:47:00,20,2010-02-26 08:59:00,13,A  
822,883,2010-02-26 08:57:00,78,2010-02-26 09:05:00,84,A  
1731,679,2010-02-26 08:57:00,34,2010-02-26 09:04:00,11,A  
1689,680,2010-02-26 08:58:00,34,2010-02-26 09:04:00,17,A  
355,495,2010-02-26 09:00:00,6,2010-02-26 09:04:00,17,A  
575,144,2010-02-26 09:07:00,31,2010-02-26 09:16:00,24,A  
941,852,2010-02-26 09:14:00,11,2010-02-26 09:17:00,17,A  
1497,0579-BAJAR,2010-02-26 09:18:00,34,2010-02-26 09:24:00,16,A  
1688,846,2010-02-26 09:25:00,56,2010-02-26 09:35:00,17,A  
347,388,2010-02-26 09:26:00,34,2010-02-26 09:32:00,17,A  
2106,101,2010-02-26 09:56:00,85,2010-02-26 12:25:00,6,A  
592,510,2010-02-26 10:08:00,13,2010-02-26 10:24:00,31,A  
353,385,2010-02-26 10:15:00,20,2010-02-26 10:19:00,17,A  
1671,688,2010-02-26 10:16:00,20,2010-02-26 10:29:00,13,A  
1007,54,2010-02-26 10:55:00,2,2010-02-26 11:25:00,2,A  
795,807,2010-02-26 10:58:00,85,2010-02-26 11:06:00,14,A  
1641,464,2010-02-26 11:19:00,13,2010-02-26 11:36:00,27,A  
1067,937,2010-02-26 11:30:00,2,2010-02-26 11:41:00,14,A  
1671,606,2010-02-26 11:34:00,13,2010-02-26 11:47:00,20,A  
1641,5,2010-02-26 11:57:00,27,2010-02-26 12:14:00,35,A  
592,737,2010-02-26 12:19:00,34,2010-02-26 12:20:00,34,C  
592,603,2010-02-26 12:21:00,34,2010-02-26 12:34:00,14,A  
2126,469,2010-02-26 13:04:00,75,2010-02-26 13:21:00,75,A  
2127,560,2010-02-26 13:06:00,18,2010-02-26 13:21:00,11,A  
360,34,2010-02-26 13:10:00,12,2010-02-26 13:13:00,12,A  
360,432,2010-02-26 13:18:00,19,2010-02-26 13:26:00,17,A  
1641,407,2010-02-26 13:19:00,30,2010-02-26 13:33:00,13,A  
82,940,2010-02-26 13:26:00,10,2010-02-26 13:32:00,85,A  
643,440,2010-02-26 13:35:00,76,2010-02-26 13:44:00,78,A  
998,491,2010-02-26 13:41:00,85,2010-02-26 13:47:00,20,A  
839,58,2010-02-26 13:44:00,74,2010-02-26 13:57:00,63,A  
958,695,2010-02-26 14:03:00,72,2010-02-26 14:22:00,19,A  
572,653,2010-02-26 14:04:00,16,2010-02-26 14:13:00,13,A  
2150,135,2010-02-26 14:13:00,85,2010-02-26 14:19:00,10,A  
916,585,2010-02-26 14:14:00,18,2010-02-26 14:30:00,80,A  
1061,848,2010-02-26 14:21:00,46,2010-02-26 14:25:00,45,A  
678,932,2010-02-26 14:25:00,19,2010-02-26 14:43:00,24,A  
958,236,2010-02-26 14:34:00,20,2010-02-26 14:39:00,85,A  
2073,342,2010-02-26 14:46:00,16,2010-02-26 14:59:00,85,A  
91,60,2010-02-26 14:49:00,10,2010-02-26 14:49:00,10,A  
91,536,2010-02-26 14:50:00,10,2010-02-26 14:50:00,10,A  
91,434,2010-02-26 14:51:00,10,2010-02-26 14:51:00,10,A  
91,571,2010-02-26 14:51:00,10,2010-02-26 14:52:00,10,A  
91,548,2010-02-26 14:52:00,10,2010-02-26 14:52:00,10,A  
91,586,2010-02-26 14:53:00,10,2010-02-26 14:53:00,10,A  
91,524,2010-02-26 14:53:00,10,2010-02-26 14:54:00,10,A  
916,631,2010-02-26 14:54:00,83,2010-02-26 15:11:00,18,A  
91,842,2010-02-26 14:54:00,10,2010-02-26 14:54:00,10,A  
91,324,2010-02-26 14:54:00,10,2010-02-26 14:55:00,10,A  
91,349,2010-02-26 14:55:00,10,2010-02-26 14:55:00,10,A  
91,287,2010-02-26 14:56:00,10,2010-02-26 14:56:00,10,A  
91,135,2010-02-26 14:57:00,10,2010-02-26 14:57:00,10,A  
2172,669,2010-02-26 14:57:00,85,2010-02-26 15:02:00,6,A  
1688,123,2010-02-26 14:57:00,16,2010-02-26 15:16:00,60,A  
1453,827,2010-02-26 14:57:00,16,2010-02-26 17:05:00,60,A  
91,60,2010-02-26 14:57:00,10,2010-02-26 14:58:00,10,A  
373,153,2010-02-26 14:57:00,16,2010-02-26 15:16:00,60,A  
1689,703,2010-02-26 14:58:00,16,2010-02-26 15:16:00,60,A  
91,536,2010-02-26 14:58:00,10,2010-02-26 14:59:00,10,A  
636,127,2010-02-26 14:59:00,84,2010-02-26 15:04:00,74,A  
91,434,2010-02-26 14:59:00,10,2010-02-26 14:59:00,10,A  
1028,379,2010-02-26 14:59:00,16,2010-02-26 15:40:00,30,A  
91,571,2010-02-26 15:00:00,10,2010-02-26 15:00:00,10,A  
91,548,2010-02-26 15:00:00,10,2010-02-26 15:01:00,10,A  
1054,120,2010-02-26 15:01:00,8,2010-02-26 15:05:00,12,A  
91,524,2010-02-26 15:03:00,10,2010-02-26 15:06:00,10,A  
1054,522,2010-02-26 15:05:00,12,2010-02-26 15:06:00,12,C  
1054,926,2010-02-26 15:06:00,12,2010-02-26 15:06:00,12,C  
2172,506,2010-02-26 15:06:00,6,2010-02-26 15:16:00,6,A  
1054,307,2010-02-26 15:07:00,12,2010-02-26 15:07:00,12,C  
1731,504,2010-02-26 15:09:00,11,2010-02-26 15:19:00,22,A  
1482,76,2010-02-26 15:11:00,46,2010-02-26 15:39:00,46,A  
2176,485,2010-02-26 15:17:00,85,2010-02-26 15:32:00,18,A  
2073,766,2010-02-26 15:18:00,85,2010-02-26 15:46:00,30,A  
82,65,2010-02-26 15:28:00,85,2010-02-26 15:38:00,85,A  
249,220,2010-02-26 15:29:00,5,2010-02-26 15:38:00,7,A  
519,890,2010-02-26 15:29:00,5,2010-02-26 15:38:00,7,A  
521,607,2010-02-26 15:35:00,34,2010-02-26 15:46:00,83,A  
2178,940,2010-02-26 15:36:00,85,2010-02-26 15:36:00,85,C  
2178,236,2010-02-26 15:41:00,85,2010-02-26 15:56:00,35,A  
1062,748,2010-02-26 15:42:00,21,2010-02-26 15:51:00,27,A  
2184,342,2010-02-26 15:46:00,85,2010-02-26 15:46:00,85,A  
1689,214,2010-02-26 15:51:00,60,2010-02-26 16:13:00,24,A  
373,211,2010-02-26 15:52:00,60,2010-02-26 16:14:00,24,A  
1688,213,2010-02-26 15:52:00,60,2010-02-26 16:14:00,24,A  
678,673,2010-02-26 15:53:00,26,2010-02-26 16:01:00,11,A  
572,844,2010-02-26 15:53:00,14,2010-02-26 15:58:00,16,A  
2073,192,2010-02-26 15:56:00,30,2010-02-26 16:01:00,16,A  
466,764,2010-02-26 15:56:00,21,2010-02-26 16:07:00,19,A  
572,413,2010-02-26 15:58:00,16,2010-02-26 15:59:00,16,C  
1866,503,2010-02-26 16:05:00,6,2010-02-26 16:18:00,42,A  
2194,940,2010-02-26 16:08:00,85,2010-02-26 16:09:00,85,A  
2181,65,2010-02-26 16:15:00,85,2010-02-26 16:15:00,85,A  
2184,342,2010-02-26 16:15:00,85,2010-02-26 16:15:00,85,A  
2185,940,2010-02-26 16:15:00,85,2010-02-26 16:16:00,85,A  
2188,65,2010-02-26 16:16:00,85,2010-02-26 16:16:00,85,A  
2189,342,2010-02-26 16:16:00,85,2010-02-26 16:17:00,85,A  
2191,940,2010-02-26 16:17:00,85,2010-02-26 16:17:00,85,A  
2208,65,2010-02-26 16:17:00,85,2010-02-26 16:18:00,85,A  
2206,342,2010-02-26 16:18:00,85,2010-02-26 16:18:00,85,A  
2203,940,2010-02-26 16:18:00,85,2010-02-26 16:18:00,85,A  
2202,65,2010-02-26 16:19:00,85,2010-02-26 16:19:00,85,A  
2201,342,2010-02-26 16:19:00,85,2010-02-26 16:19:00,85,A  
2200,940,2010-02-26 16:19:00,85,2010-02-26 16:20:00,85,A  
2193,65,2010-02-26 16:20:00,85,2010-02-26 16:20:00,85,A  
2199,342,2010-02-26 16:20:00,85,2010-02-26 16:21:00,85,A  
519,629,2010-02-26 16:20:00,8,2010-02-26 16:37:00,6,A  
249,505,2010-02-26 16:21:00,8,2010-02-26 17:48:00,6,A  
2198,940,2010-02-26 16:21:00,85,2010-02-26 16:21:00,85,A  
2196,65,2010-02-26 16:21:00,85,2010-02-26 16:22:00,85,A  
2197,342,2010-02-26 16:22:00,85,2010-02-26 16:22:00,85,A  
2209,940,2010-02-26 16:24:00,85,2010-02-26 16:25:00,85,A  
2214,65,2010-02-26 16:25:00,85,2010-02-26 16:25:00,85,A  
2213,342,2010-02-26 16:25:00,85,2010-02-26 16:25:00,85,A  
2210,940,2010-02-26 16:25:00,85,2010-02-26 16:26:00,85,A  
2211,65,2010-02-26 16:28:00,85,2010-02-26 16:29:00,85,C  
2218,342,2010-02-26 16:29:00,85,2010-02-26 16:58:00,34,A  
2215,940,2010-02-26 16:29:00,85,2010-02-26 16:59:00,34,A  
2217,4,2010-02-26 16:32:00,85,2010-02-26 16:43:00,19,A  
1544,866,2010-02-26 16:37:00,23,2010-02-26 16:47:00,85,A  
1497,417,2010-02-26 16:38:00,9,2010-02-26 16:48:00,18,A  
2222,142,2010-02-26 16:39:00,85,2010-02-26 16:40:00,85,A  
2216,6,2010-02-26 16:40:00,85,2010-02-26 16:40:00,85,A  
1866,814,2010-02-26 16:40:00,39,2010-02-26 16:51:00,6,A  
2223,65,2010-02-26 16:44:00,85,2010-02-26 16:45:00,85,A  
2224,598,2010-02-26 16:45:00,85,2010-02-26 16:45:00,85,A  
2225,371,2010-02-26 16:45:00,85,2010-02-26 16:46:00,85,A  
2226,412,2010-02-26 16:46:00,85,2010-02-26 16:46:00,85,A  
1067,501,2010-02-26 16:46:00,2,2010-02-26 17:08:00,18,A  
2230,142,2010-02-26 16:48:00,85,2010-02-26 16:49:00,85,A  
2227,6,2010-02-26 16:49:00,85,2010-02-26 16:49:00,85,A  
2229,65,2010-02-26 16:49:00,85,2010-02-26 16:49:00,85,A  
82,761,2010-02-26 17:01:00,45,2010-02-26 17:01:00,45,A  
82,756,2010-02-26 17:01:00,45,2010-02-26 17:12:00,27,A  
2183,777,2010-02-26 17:03:00,34,2010-02-26 17:10:00,34,A  
1866,802,2010-02-26 17:03:00,6,2010-02-26 18:31:00,6,A  
1497,408,2010-02-26 17:15:00,6,2010-02-26 17:21:00,9,A  
78,132,2010-02-26 17:17:00,4,2010-02-26 17:24:00,4,A  
636,171,2010-02-26 17:34:00,84,2010-02-26 17:41:00,46,A  
70,21,2010-02-26 17:38:00,20,2010-02-26 17:58:00,8,A  
347,605,2010-02-26 17:41:00,17,2010-02-26 17:46:00,34,A  
592,735,2010-02-26 17:54:00,15,2010-02-26 18:01:00,18,A  
936,598,2010-02-26 18:00:00,85,2010-02-26 18:25:00,85,A  
1067,824,2010-02-26 18:11:00,5,2010-02-26 18:57:00,2,A  
70,843,2010-02-26 18:11:00,9,2010-02-26 18:20:00,85,A  
216,13,2010-02-26 18:15:00,19,2010-02-26 18:21:00,16,A  
643,323,2010-02-26 18:31:00,82,2010-02-26 18:51:00,59,A  
216,722,2010-02-26 18:33:00,15,2010-02-26 18:42:00,31,A  
365,738,2010-02-26 18:39:00,22,2010-02-26 18:44:00,25,A  
365,529,2010-02-26 18:44:00,25,2010-02-26 18:44:00,25,C  
636,610,2010-02-26 18:44:00,46,2010-02-26 18:54:00,46,A  
365,355,2010-02-26 18:45:00,25,2010-02-26 18:45:00,25,C  
822,172,2010-02-26 18:59:00,83,2010-02-26 19:07:00,63,A  
643,323,2010-02-26 19:02:00,59,2010-02-26 22:54:00,59,A  
466,353,2010-02-26 19:07:00,20,2010-02-26 19:18:00,21,A  
592,237,2010-02-26 19:09:00,26,2010-02-26 19:10:00,26,C  
592,921,2010-02-26 19:10:00,26,2010-02-26 19:18:00,22,A  
2029,0805BAJARF,2010-02-26 19:11:00,21,2010-02-26 19:26:00,27,A  
2021,749,2010-02-26 19:11:00,21,2010-02-26 19:27:00,27,A  
2031,141,2010-02-26 19:11:00,21,2010-02-26 19:26:00,27,A  
1482,632,2010-02-26 19:14:00,46,2010-02-26 19:31:00,84,A  
1443,278,2010-02-26 19:17:00,52,2010-02-26 19:21:00,66,A  
1443,27,2010-02-26 19:36:00,68,2010-02-26 19:44:00,52,A  
849,677,2010-02-26 19:37:00,13,2010-02-26 19:45:00,27,A  
1651,339,2010-02-26 19:39:00,20,2010-02-26 19:44:00,11,A  
575,394,2010-02-26 19:53:00,17,2010-02-26 19:59:00,20,A  
592,139,2010-02-26 20:01:00,14,2010-02-26 20:18:00,14,A  
636,93,2010-02-26 20:03:00,46,2010-02-26 20:16:00,84,A  
2073,108,2010-02-26 20:03:00,16,2010-02-26 20:17:00,46,A  
971,584,2010-02-26 20:11:00,4,2010-02-26 20:24:00,6,A  
943,0022BAJARF,2010-02-26 20:11:00,4,2010-02-26 20:24:00,6,A  
948,618,2010-02-26 20:17:00,4,2010-02-26 20:24:00,27,A  
2217,404,2010-02-26 20:22:00,19,2010-02-26 20:29:00,31,A  
919,826,2010-02-26 20:33:00,15,2010-02-26 20:43:00,20,A  
693,475,2010-02-26 20:34:00,49,2010-02-26 20:38:00,63,A  
693,694,2010-02-26 20:38:00,63,2010-02-26 20:39:00,63,C  
693,800,2010-02-26 20:39:00,63,2010-02-26 20:42:00,74,A  
238,457,2010-02-26 20:42:00,4,2010-02-26 20:51:00,27,A  
693,609,2010-02-26 20:42:00,74,2010-02-26 21:01:00,74,A  
971,427,2010-02-26 20:49:00,6,2010-02-26 20:58:00,4,A  
943,506,2010-02-26 20:49:00,6,2010-02-26 21:02:00,4,A  
941,919,2010-02-26 20:49:00,17,2010-02-26 20:50:00,17,C  
941,420,2010-02-26 20:50:00,17,2010-02-26 20:57:00,11,A  
353,599,2010-02-26 21:25:00,17,2010-02-26 21:33:00,31,A  
238,M4,2010-02-26 21:27:00,31,2010-02-26 21:49:00,17,A  
849,99,2010-02-26 21:58:00,27,2010-02-26 22:10:00,13,A  
82,864,2010-02-26 22:07:00,27,2010-02-26 22:10:00,27,A  
82,792,2010-02-26 22:10:00,27,2010-02-26 22:28:00,55,A  
238,646,2010-02-26 22:10:00,17,2010-02-26 22:25:00,8,A  
1884,494,2010-02-26 22:34:00,50,2010-02-26 23:17:00,74,A  
2176,693,2010-02-26 22:40:00,66,2010-02-26 23:03:00,66,A  
948,476,2010-02-26 22:46:00,27,2010-02-26 22:54:00,4,A  
948,718,2010-02-27 07:07:00,16,2010-02-27 07:29:00,27,A  
849,0509BAJARF,2010-02-27 08:40:00,13,2010-02-27 08:48:00,21,A  
1424,784,2010-02-27 08:54:00,56,2010-02-27 09:06:00,74,A  
1070,329,2010-02-27 09:43:00,6,2010-02-27 09:51:00,31,A  
2205,681,2010-02-27 11:28:00,84,2010-02-27 11:32:00,83,A  
2146,138,2010-02-27 11:32:00,63,2010-02-27 11:40:00,75,A  
2289,392,2010-02-27 12:06:00,12,2010-02-27 12:17:00,17,A  
2291,245,2010-02-27 12:06:00,12,2010-02-27 12:16:00,17,A  
2297,371,2010-02-27 12:07:00,85,2010-02-27 12:22:00,2,A  
2294,412,2010-02-27 12:11:00,85,2010-02-27 12:13:00,85,A  
2294,866,2010-02-27 12:13:00,85,2010-02-27 12:14:00,85,C  
2300,142,2010-02-27 12:16:00,85,2010-02-27 12:17:00,85,C  
2298,6,2010-02-27 12:26:00,85,2010-02-27 12:29:00,85,A  
2289,882,2010-02-27 12:28:00,17,2010-02-27 12:41:00,50,A  
2291,140,2010-02-27 12:28:00,17,2010-02-27 12:41:00,50,A  
1082,853,2010-02-27 12:28:00,79,2010-02-27 12:58:00,79,A  
1248,601,2010-02-27 12:36:00,23,2010-02-27 12:44:00,27,A  
2289,433,2010-02-27 12:52:00,50,2010-02-27 13:02:00,60,A  
2291,347,2010-02-27 12:53:00,50,2010-02-27 13:02:00,60,A  
1248,898,2010-02-27 13:03:00,27,2010-02-27 13:13:00,23,A  
2176,576,2010-02-27 13:07:00,34,2010-02-27 13:23:00,66,A  
1082,856,2010-02-27 13:08:00,79,2010-02-27 13:36:00,56,A  
2297,858,2010-02-27 13:19:00,2,2010-02-27 13:21:00,9,A  
2325,843,2010-02-27 13:27:00,85,2010-02-27 13:42:00,85,A  
919,598,2010-02-27 13:38:00,85,2010-02-27 13:49:00,16,A  
592,865,2010-02-27 13:40:00,15,2010-02-27 13:50:00,20,A  
1070,107,2010-02-27 13:42:00,31,2010-02-27 13:48:00,6,A  
1082,331,2010-02-27 13:48:00,56,2010-02-27 13:50:00,56,C  
1082,915,2010-02-27 13:50:00,56,2010-02-27 14:10:00,79,A  
665,322,2010-02-27 14:06:00,83,2010-02-27 14:23:00,7,A  
896,467,2010-02-27 14:06:00,9,2010-02-27 14:12:00,15,A  
705,72,2010-02-27 14:08:00,50,2010-02-27 14:10:00,50,A  
2341,412,2010-02-27 14:13:00,85,2010-02-27 14:16:00,85,A  
592,644,2010-02-27 14:16:00,26,2010-02-27 14:19:00,26,A  
1884,54,2010-02-27 14:19:00,2,2010-02-27 14:20:00,2,C  
320,31,2010-02-27 14:19:00,48,2010-02-27 14:25:00,48,A  
592,768,2010-02-27 14:20:00,26,2010-02-27 14:30:00,21,A  
1884,487,2010-02-27 14:20:00,2,2010-02-27 14:32:00,34,A  
940,642,2010-02-27 14:22:00,11,2010-02-27 14:29:00,6,A  
1544,619,2010-02-27 14:26:00,22,2010-02-27 14:47:00,20,A  
2330,866,2010-02-27 14:27:00,85,2010-02-27 14:28:00,85,C  
2330,687,2010-02-27 14:39:00,11,2010-02-27 15:09:00,63,A  
592,89,2010-02-27 14:49:00,13,2010-02-27 14:51:00,13,C  
592,648,2010-02-27 14:51:00,13,2010-02-27 15:13:00,15,A  
2172,142,2010-02-27 15:19:00,85,2010-02-27 15:28:00,6,A  
1861,183,2010-02-27 15:19:00,35,2010-02-27 15:24:00,16,A  
2297,929,2010-02-27 15:25:00,16,2010-02-27 15:29:00,2,A  
636,227,2010-02-27 15:39:00,84,2010-02-27 15:52:00,16,A  
592,872,2010-02-27 15:44:00,24,2010-02-27 15:54:00,34,A  
1898,751,2010-02-27 15:47:00,27,2010-02-27 16:17:00,83,A  
1067,824,2010-02-27 16:18:00,2,2010-02-27 16:21:00,5,A  
249,814,2010-02-27 16:21:00,6,2010-02-27 16:25:00,20,A  
1067,17,2010-02-27 16:31:00,5,2010-02-27 16:36:00,2,A  
665,868,2010-02-27 17:14:00,7,2010-02-27 17:23:00,20,A  
592,350,2010-02-27 17:17:00,35,2010-02-27 17:28:00,22,A  
736,6,2010-02-27 17:59:00,85,2010-02-27 18:23:00,47,A  
2176,200,2010-02-27 18:13:00,66,2010-02-27 18:18:00,60,A  
2285,388,2010-02-27 18:56:00,3,2010-02-27 19:10:00,85,A  
2335,682,2010-02-27 18:57:00,3,2010-02-27 19:10:00,85,A  
249,523,2010-02-27 19:02:00,20,2010-02-27 19:06:00,6,A  
736,178,2010-02-27 19:12:00,47,2010-02-27 19:29:00,20,A  
1517,176,2010-02-27 19:19:00,19,2010-02-27 19:44:00,19,A  
1224,284,2010-02-27 20:13:00,11,2010-02-27 20:21:00,10,A  
1228,679,2010-02-27 20:13:00,11,2010-02-27 20:21:00,10,A  
1895,224,2010-02-27 20:16:00,4,2010-02-27 22:26:00,2,A  
2341,832,2010-02-27 20:29:00,66,2010-02-27 20:36:00,75,A  
238,187,2010-02-27 21:06:00,4,2010-02-27 21:12:00,4,A  
1517,354,2010-02-27 21:09:00,19,2010-02-27 21:39:00,19,A  
2330,201,2010-02-27 21:11:00,45,2010-02-27 21:25:00,11,A  
723,895,2010-02-27 21:12:00,4,2010-02-27 21:23:00,35,A  
238,132,2010-02-27 21:24:00,4,2010-02-27 21:45:00,32,A  
1224,550,2010-02-27 21:37:00,9,2010-02-27 21:45:00,11,A  
1228,691,2010-02-27 21:37:00,9,2010-02-27 21:46:00,11,A  
1670,156,2010-02-27 21:40:00,49,2010-02-27 21:48:00,49,A  
249,395,2010-02-27 21:51:00,18,2010-02-27 21:56:00,5,A  
636,238,2010-02-27 22:04:00,35,2010-02-27 22:16:00,84,A  
81,338,2010-02-27 22:23:00,78,2010-02-27 22:26:00,68,A  
936,759,2010-02-27 22:33:00,72,2010-02-27 22:46:00,59,A  
723,649,2010-02-27 23:01:00,34,2010-02-27 23:09:00,4,A  
1753,539,2010-02-27 23:56:00,84,2010-02-28 00:02:00,63,A  
1895,676,2010-02-28 00:07:00,2,2010-02-28 00:12:00,2,A  
1753,298,2010-02-28 00:16:00,63,2010-02-28 00:22:00,55,A  
592,721,2010-02-28 07:16:00,14,2010-02-28 07:31:00,23,A  
2222,305,2010-02-28 07:56:00,43,2010-02-28 08:08:00,26,A  
1616,25,2010-02-28 08:03:00,22,2010-02-28 08:32:00,18,A  
948,465,2010-02-28 08:24:00,13,2010-02-28 08:45:00,21,A  
592,783,2010-02-28 08:30:00,23,2010-02-28 08:48:00,27,A  
1616,569,2010-02-28 08:43:00,25,2010-02-28 09:15:00,19,A  
853,65,2010-02-28 08:44:00,85,2010-02-28 09:02:00,25,A  
853,813,2010-02-28 09:15:00,25,2010-02-28 09:18:00,27,A  
853,303,2010-02-28 09:19:00,27,2010-02-28 09:20:00,27,A  
1856,843,2010-02-28 09:32:00,85,2010-02-28 09:40:00,27,A  
853,765,2010-02-28 09:52:00,19,2010-02-28 10:07:00,27,A  
2191,357,2010-02-28 09:53:00,27,2010-02-28 10:22:00,63,A  
